,epoch,loss
0,1,4628.84375
1,1,213502.78125
2,1,189069.921875
3,1,40619.23046875
4,1,4175.166015625
5,1,15412.7421875
6,1,14525.8828125
7,1,1348.880859375
8,1,20938.56640625
9,1,48336.5078125
10,1,43033.8984375
11,1,19035.794921875
12,1,969.257568359375
13,1,20410.1015625
14,1,33129.51171875
15,1,39899.70703125
16,1,33750.03125
17,1,11281.41796875
18,1,1750.015869140625
19,1,15355.6318359375
20,1,45772.48828125
21,1,69670.6640625
22,1,50238.765625
23,1,23008.33984375
24,1,5397.1787109375
25,1,3511.37158203125
26,1,14052.2333984375
27,1,17641.193359375
28,1,13430.8427734375
29,1,4037.17138671875
30,1,2739.572998046875
31,1,6671.07568359375
32,1,4501.232421875
33,1,1939.140625
34,1,3253.790771484375
35,1,5572.224609375
36,1,3951.942626953125
37,1,903.3505859375
38,1,8094.2001953125
39,1,11693.783203125
40,1,12257.150390625
41,1,3058.062255859375
42,1,1577.014892578125
43,1,5747.8984375
44,1,5497.21728515625
45,1,2133.03369140625
46,1,3531.45556640625
47,1,11412.767578125
48,1,8037.1044921875
49,1,2345.2578125
50,1,4132.7373046875
51,1,5260.576171875
52,1,6898.3291015625
53,1,2318.74169921875
54,1,4042.29150390625
55,1,9764.400390625
56,1,6227.5087890625
57,1,1929.497314453125
58,1,4293.4248046875
59,1,9807.1494140625
60,1,7294.5810546875
61,1,2527.754150390625
62,1,2739.291259765625
63,1,6479.826171875
64,1,3601.956787109375
65,1,1313.220703125
66,1,5756.2060546875
67,1,10009.783203125
68,1,8547.537109375
69,1,3666.6650390625
70,1,2257.87451171875
71,1,4062.287109375
72,1,4434.1357421875
73,1,1726.3525390625
74,1,1841.56005859375
75,1,1401.8724365234375
76,1,1565.737060546875
77,1,4913.75830078125
78,1,6566.51611328125
79,1,2027.127197265625
80,1,2125.217529296875
81,1,4358.6982421875
82,1,2429.9833984375
83,1,1512.10302734375
84,1,1783.83544921875
85,1,1514.61474609375
86,1,6966.63818359375
87,1,8768.9599609375
88,1,7107.4462890625
89,1,1193.52099609375
90,1,9341.5244140625
91,1,20467.32421875
92,1,24363.01953125
93,1,9620.7822265625
94,1,775.72216796875
95,1,12129.5908203125
96,1,21006.1171875
97,1,27822.84375
98,1,17870.955078125
99,1,7693.724609375
100,1,1425.988525390625
101,1,4100.6767578125
102,1,5390.0205078125
103,1,1784.824951171875
104,1,2395.041015625
105,1,5188.6650390625
106,1,1608.9637451171875
107,1,1621.60595703125
108,1,2069.53271484375
109,1,1617.889892578125
110,1,1982.59375
111,1,3738.974365234375
112,1,1535.830810546875
113,1,3306.74560546875
114,1,6968.33544921875
115,1,2598.253173828125
116,1,1760.59375
117,1,1838.580322265625
118,1,1009.0843505859375
119,1,4945.95458984375
120,1,6113.6474609375
121,1,1759.541748046875
122,1,1008.320068359375
123,1,4109.1728515625
124,1,2388.156982421875
125,1,1384.531982421875
126,1,3858.2958984375
127,1,1771.0235595703125
128,1,2353.564453125
129,1,3986.217041015625
130,1,2161.177734375
131,1,1608.1287841796875
132,1,2450.47998046875
133,1,1387.732421875
134,1,1581.450927734375
135,1,3415.6376953125
136,1,1141.6875
137,1,3295.73486328125
138,1,5428.75
139,1,2733.3916015625
140,1,1078.58056640625
141,1,1098.52197265625
142,1,1002.17724609375
143,1,5743.42431640625
144,1,7092.32763671875
145,1,4109.7353515625
146,1,959.4306640625
147,1,11618.33984375
148,1,17684.44140625
149,1,19183.09765625
150,1,12190.951171875
151,1,3412.600341796875
152,1,3147.01611328125
153,1,8476.9765625
154,1,8693.861328125
155,1,4596.2216796875
156,1,3052.018798828125
157,1,2546.977294921875
158,1,2189.643310546875
159,1,2980.2490234375
160,1,2945.514404296875
161,1,2049.953369140625
162,1,3050.71728515625
163,1,4050.189453125
164,1,1826.187744140625
165,1,1686.589599609375
166,1,2220.05224609375
167,1,995.718994140625
168,1,2664.30029296875
169,1,4233.314453125
170,1,1989.954345703125
171,1,1712.82421875
172,1,2883.6689453125
173,1,2077.835693359375
174,1,2898.506591796875
175,1,4088.1982421875
176,1,1494.087646484375
177,1,1899.9759521484375
178,1,2316.7451171875
179,1,1252.4571533203125
180,1,2519.92236328125
181,1,4144.2646484375
182,1,2361.87744140625
183,1,1567.946533203125
184,1,1902.617919921875
185,1,870.2608032226562
186,1,3961.276611328125
187,1,4447.974609375
188,1,2202.378662109375
189,1,989.59765625
190,1,1525.27734375
191,1,910.1070556640625
192,1,1052.0697021484375
193,1,1191.124267578125
194,1,872.9151000976562
195,1,2242.896484375
196,1,1195.5045166015625
197,1,1055.011962890625
198,1,472.2745361328125
199,1,2435.62158203125
200,1,2554.42041015625
201,1,963.8905639648438
202,1,960.4417114257812
203,1,1722.07470703125
204,1,1100.5262451171875
205,1,1490.2833251953125
206,1,1540.4830322265625
207,1,951.1724853515625
208,1,1157.418701171875
209,1,1586.734375
210,1,1452.5157470703125
211,1,920.066162109375
212,1,1071.580078125
213,1,1755.363037109375
214,1,1687.0152587890625
215,1,1387.5069580078125
216,1,1387.0989990234375
217,1,2176.88427734375
218,1,1264.5609130859375
219,1,911.91259765625
220,2,583.0339965820312
221,2,1256.19921875
222,2,1339.119384765625
223,2,1430.7938232421875
224,2,1643.850341796875
225,2,877.0367431640625
226,2,993.6785278320312
227,2,1153.6767578125
228,2,589.4093017578125
229,2,1100.844970703125
230,2,1360.60791015625
231,2,787.8958129882812
232,2,936.645751953125
233,2,1469.7628173828125
234,2,1561.060302734375
235,2,807.9171142578125
236,2,877.383544921875
237,2,1377.69384765625
238,2,1073.5906982421875
239,2,1374.315185546875
240,2,1145.375732421875
241,2,1138.3494873046875
242,2,855.9580078125
243,2,1748.6685791015625
244,2,716.389892578125
245,2,875.6619262695312
246,2,741.0452270507812
247,2,1494.7374267578125
248,2,987.00390625
249,2,1650.85400390625
250,2,2052.773681640625
251,2,921.713134765625
252,2,2620.4990234375
253,2,4300.66796875
254,2,2900.111328125
255,2,722.4773559570312
256,2,4288.259765625
257,2,11207.8671875
258,2,9627.01171875
259,2,4527.537109375
260,2,1309.3045654296875
261,2,7008.92333984375
262,2,17257.123046875
263,2,19315.43359375
264,2,15852.12890625
265,2,5644.8759765625
266,2,790.3839111328125
267,2,3268.0009765625
268,2,2222.83935546875
269,2,1293.9013671875
270,2,822.3253173828125
271,2,2572.63916015625
272,2,1273.5694580078125
273,2,1141.22802734375
274,2,1104.707275390625
275,2,839.301025390625
276,2,3663.511962890625
277,2,3908.40478515625
278,2,1871.11474609375
279,2,674.969970703125
280,2,764.9429931640625
281,2,971.6974487304688
282,2,978.2139282226562
283,2,1922.9505615234375
284,2,914.4769287109375
285,2,819.3767700195312
286,2,1130.042724609375
287,2,997.9374389648438
288,2,996.2867431640625
289,2,785.1082153320312
290,2,909.5272216796875
291,2,974.5043334960938
292,2,655.0488891601562
293,2,974.9754638671875
294,2,528.8699340820312
295,2,823.4052734375
296,2,453.1802062988281
297,2,1961.23486328125
298,2,1602.392822265625
299,2,601.00732421875
300,2,2264.595703125
301,2,4712.80126953125
302,2,3294.042236328125
303,2,645.6815185546875
304,2,5626.5244140625
305,2,9965.310546875
306,2,9131.142578125
307,2,3779.428955078125
308,2,676.885009765625
309,2,957.0797119140625
310,2,658.044677734375
311,2,597.7835083007812
312,2,634.3577880859375
313,2,875.5272216796875
314,2,351.26190185546875
315,2,1108.39208984375
316,2,1174.6217041015625
317,2,835.8922119140625
318,2,581.007568359375
319,2,900.684814453125
320,2,545.7666015625
321,2,440.4110412597656
322,2,813.453857421875
323,2,605.7716674804688
324,2,536.025146484375
325,2,1474.230224609375
326,2,1587.8109130859375
327,2,975.0718994140625
328,2,2180.12255859375
329,2,4528.65185546875
330,2,2519.824951171875
331,2,842.6680908203125
332,2,3562.69921875
333,2,5395.19970703125
334,2,6634.2998046875
335,2,1667.5072021484375
336,2,1774.1077880859375
337,2,3918.1201171875
338,2,3149.169677734375
339,2,333.9359130859375
340,2,4092.784912109375
341,2,7196.1337890625
342,2,6281.078125
343,2,2356.79248046875
344,2,872.8048095703125
345,2,2848.09033203125
346,2,2505.085693359375
347,2,651.89697265625
348,2,3995.5849609375
349,2,6727.353515625
350,2,5102.712890625
351,2,1909.0426025390625
352,2,1699.698974609375
353,2,4758.37109375
354,2,4738.8779296875
355,2,1168.6964111328125
356,2,1496.01611328125
357,2,4785.40185546875
358,2,2576.523193359375
359,2,550.3997802734375
360,2,2743.3662109375
361,2,6146.037109375
362,2,5213.404296875
363,2,1750.961669921875
364,2,1823.5364990234375
